log_file,stage,training_mode,backbone,quantizer_mode,quantizer_mode_detail,quantizer_mode_source,quant_bits,quant_bits_detail,quant_bits_source,teacher_backend,teacher_proxy_ckpt,teacher_score_topk_ratio,run_id,started_at,epochs,batch_size,lr,roi_levels,bg_levels,max_train_frames,loss_recipe,loss_recipe_detail,loss_recipe_source,rate_loss_mode,rate_loss_mode_source,importance_loss_mode,importance_loss_mode_source,importance_pos_weight_mode,importance_pos_weight,importance_pos_weight_max,distill_logit_loss,distill_temperature,distill_feature_weight,distill_logit_weight,distill_align_mode,distill_align_hw,distill_feature_source,distill_teacher_score_min,distill_teacher_score_weight,importance_head_type,importance_head_type_source,importance_hidden_channels,imp_separation_margin,roi_target_mode,roi_target_mode_source,lambda_recon,lambda_rate,lambda_distill,lambda_distill_detail,lambda_importance,lambda_imp_separation,first_loss,final_loss,best_loss,rel_improve_pct,final_rate_proxy,final_eq_bits,final_code_entropy,final_imp_mean,save_dir
260219_darknet_uniform_q6_j21809_r1.out,0,uniform quantization baseline,darknet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,6,Uniform quantizer bit-depth (6 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j21809_r1,2026-02-19 20:22:15 PST,150,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,8.4015,1.5169,1.5169,81.94489079331072,63.0,6.0,4.7754,nan,data/results/experiments/260219_darknet_uniform_q6_lr1e-4_bs4_j21809_r1
260219_darknet_uniform_q8_j21810_r2.out,0,uniform quantization baseline,darknet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,8,Uniform quantizer bit-depth (8 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j21810_r2,2026-02-19 20:22:15 PST,150,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,8.1085,1.5916,1.5916,80.37121539125609,255.0,8.0,6.5486,nan,data/results/experiments/260219_darknet_uniform_q8_lr1e-4_bs4_j21810_r2
260219_resnet_uniform_q6_j21812_r4.out,0,uniform quantization baseline,resnet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,6,Uniform quantizer bit-depth (6 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j21812_r4,2026-02-19 20:22:15 PST,150,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,6.7551,0.6023,0.6023,91.08377374132137,63.0,6.0,4.6675,nan,data/results/experiments/260219_resnet_uniform_q6_lr1e-4_bs4_j21812_r4
260219_darknet_ld0.5_j21816_r0.out,2,distillation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21816_r0,2026-02-19 20:22:16 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.5,Distillation loss active with weight=0.500. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,9.2954,2.7831,2.7831,70.05938421154549,47.5236,4.8325,3.4037,0.1326,data/results/experiments/260219_darknet_distill_lr1e-4_bs4_j21816_r0
260219_darknet_ld0.5_j21818_r0.out,2,distillation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21818_r0,2026-02-19 20:22:16 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.5,Distillation loss active with weight=0.500. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260219_darknet_distill_lr1e-4_bs4_j21818_r0
260219_darknet_ld1.0_j21819_r1.out,2,distillation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21819_r1,2026-02-19 20:22:16 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,1.0,Distillation loss active with weight=1.000. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260219_darknet_distill_lr1e-4_bs4_j21819_r1
260219_darknet_lr5e-5_j21815_r2.out,1,baseline (teacher disabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j21815_r2,2026-02-19 20:22:16 PST,150,4,5e-5,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.2,10.4672,1.7776,1.7776,83.01742586365026,66.5964,4.9619,4.3533,0.2118,data/results/experiments/260219_darknet_solo_lr5e-5_bs4_j21815_r2
260219_resnet_lr1e-4_j21814_r1.out,1,baseline (teacher disabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j21814_r1,2026-02-19 20:22:16 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.2,7.3139,0.7259,0.7239,90.07506255212677,50.5828,4.707,3.8373,0.1453,data/results/experiments/260219_resnet_solo_lr1e-4_bs4_j21814_r1
260219_resnet_uniform_q8_j21804_r5.out,0,uniform quantization baseline,resnet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,8,Uniform quantizer bit-depth (8 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j21804_r5,2026-02-19 20:22:16 PST,150,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,6.8426,0.5941,0.5941,91.31762780229738,255.0,8.0,6.2647,nan,data/results/experiments/260219_resnet_uniform_q8_lr1e-4_bs4_j21804_r5
260219_darknet_ld0.1_j21806_r2.out,2,distillation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21806_r2,2026-02-19 20:22:17 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,9.0789,2.1698,2.1682,76.1006289308176,60.9576,4.9304,3.9127,0.1886,data/results/experiments/260219_darknet_distill_lr1e-4_bs4_j21806_r2
260219_darknet_ld1.0_j21817_r1.out,2,distillation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21817_r1,2026-02-19 20:22:17 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,1.0,Distillation loss active with weight=1.000. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,9.8011,3.1329,3.1329,68.0352205364704,39.3268,4.749,3.3127,0.0985,data/results/experiments/260219_darknet_distill_lr1e-4_bs4_j21817_r1
260219_darknet_lr1e-4_j21813_r0.out,1,baseline (teacher disabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j21813_r0,2026-02-19 20:22:17 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.2,8.6667,1.6849,1.6849,80.5589209272272,66.5588,4.9604,4.4292,0.2116,data/results/experiments/260219_darknet_solo_lr1e-4_bs4_j21813_r0
260219_resnet_uniform_q4_j21811_r3.out,0,uniform quantization baseline,resnet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,4,Uniform quantizer bit-depth (4 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j21811_r3,2026-02-19 20:22:17 PST,150,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,6.9245,0.7652,0.7652,88.94938262690447,15.0,4.0,2.5219,nan,data/results/experiments/260219_resnet_uniform_q4_lr1e-4_bs4_j21811_r3
260219_resnet_lr5e-5_j21805_r3.out,1,baseline (teacher disabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j21805_r3,2026-02-19 20:22:23 PST,150,4,5e-5,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.2,9.2551,0.7833,0.7833,91.5365582219533,50.6303,4.709,3.831,0.1455,data/results/experiments/260219_resnet_solo_lr5e-5_bs4_j21805_r3
260219_darknet_uniform_q4_j21808_r0.out,0,uniform quantization baseline,darknet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,4,Uniform quantizer bit-depth (4 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j21808_r0,2026-02-19 20:22:37 PST,150,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,8.334,1.6769,1.6769,79.87880969522439,15.0,4.0,2.9319,nan,data/results/experiments/260219_darknet_uniform_q4_lr1e-4_bs4_j21808_r0
260219_darknet_ld0.1_j21807_r2.out,2,distillation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21807_r2,2026-02-19 20:22:38 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260219_darknet_distill_lr1e-4_bs4_j21807_r2
260219_resnet_ld0.5_j21821_r0.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21821_r0,2026-02-19 20:23:30 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.5,Distillation loss active with weight=0.500. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,8.0396,1.9889,1.9879,75.26120702522513,39.3931,4.6455,2.7591,0.0989,data/results/experiments/260219_resnet_distill_lr1e-4_bs4_j21821_r0
260219_resnet_ld1.0_j21822_r1.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21822_r1,2026-02-19 20:23:31 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,1.0,Distillation loss active with weight=1.000. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,8.3097,2.3589,2.3546,71.61269359904689,33.9835,4.5965,2.7679,0.0763,data/results/experiments/260219_resnet_distill_lr1e-4_bs4_j21822_r1
260219_resnet_ld0.1_j21820_r2.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21820_r2,2026-02-19 20:23:34 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,7.5879,1.3821,1.3819,81.7854742418851,47.6246,4.6973,2.8483,0.1332,data/results/experiments/260219_resnet_distill_lr1e-4_bs4_j21820_r2
260219_resnet_stage3_headdynamic_j21837_r2.out,3,stage3 multiscale head ablation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21837_r2,2026-02-19 21:27:14 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,dynamic,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,7.558,1.3593,1.3568,82.01508335538502,48.2828,4.7174,3.0127,0.1359,data/results/experiments/260219_resnet_stage3_headdynamic_lr1e-4_bs4_j21837_r2
260219_resnet_stage3_headbifpn_j21835_r0.out,3,stage3 multiscale head ablation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21835_r0,2026-02-19 21:27:23 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,bifpn,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,7.503,1.3627,1.3627,81.83793149406904,48.4709,4.7217,3.0563,0.1366,data/results/experiments/260219_resnet_stage3_headbifpn_lr1e-4_bs4_j21835_r0
260219_resnet_stage3_headdeformable_msa_j21836_r1.out,3,stage3 multiscale head ablation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21836_r1,2026-02-19 21:27:23 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,deformable_msa,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,7.3768,1.3845,1.3822,81.23169938184579,48.3285,4.717,2.9134,0.1361,data/results/experiments/260219_resnet_stage3_headdeformable_msa_lr1e-4_bs4_j21836_r1
260219_resnet_stage3_headfrnet_j21834_r4.out,3,stage3 multiscale head ablation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21834_r4,2026-02-19 21:27:23 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,frnet,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,7.5542,1.421,1.4188,81.18927219295227,48.2767,4.716,2.8314,0.1358,data/results/experiments/260219_resnet_stage3_headfrnet_lr1e-4_bs4_j21834_r4
260219_resnet_stage3_headrangeformer_j21838_r3.out,3,stage3 multiscale head ablation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21838_r3,2026-02-19 21:27:23 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,rangeformer,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,7.5888,1.3701,1.369,81.94576217583808,48.2449,4.7138,3.0002,0.1357,data/results/experiments/260219_resnet_stage3_headrangeformer_lr1e-4_bs4_j21838_r3
260219_darknet_stage3_headdynamic_j21843_r2.out,3,stage3 multiscale head ablation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21843_r2,2026-02-19 22:07:04 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,dynamic,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,9.0497,2.1863,2.1836,75.84118810568306,60.9144,4.9276,3.6505,0.1884,data/results/experiments/260219_darknet_stage3_headdynamic_lr1e-4_bs4_j21843_r2
260219_darknet_stage3_headrangeformer_j21844_r3.out,3,stage3 multiscale head ablation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21844_r3,2026-02-19 22:07:04 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,rangeformer,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,8.7864,2.2019,2.2019,74.93967950468907,60.8659,4.9266,3.8243,0.1882,data/results/experiments/260219_darknet_stage3_headrangeformer_lr1e-4_bs4_j21844_r3
260219_darknet_stage3_headbifpn_j21841_r0.out,3,stage3 multiscale head ablation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21841_r0,2026-02-19 22:07:05 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,bifpn,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,8.8438,2.1873,2.1873,75.2674189827902,60.7329,4.9224,3.7747,0.1877,data/results/experiments/260219_darknet_stage3_headbifpn_lr1e-4_bs4_j21841_r0
260219_darknet_stage3_headdeformable_msa_j21842_r1.out,3,stage3 multiscale head ablation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j21842_r1,2026-02-19 22:07:05 PST,150,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,deformable_msa,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,8.7437,2.2104,2.2104,74.72008417489164,60.8439,4.9258,3.7093,0.1882,data/results/experiments/260219_darknet_stage3_headdeformable_msa_lr1e-4_bs4_j21842_r1
